status,manifest_id,job_slug,run_dir,dataset,representation,encoder,depth,seed,learning_rate,batch_size,steps,standardize,initial_state,projector_renormalize,track_readout_leakage,final_validation_loss,final_validation_accuracy,final_test_loss,final_test_accuracy,best_validation_accuracy,validation_accuracy_auc,time_to_target_step,wall_time_seconds,mean_readout_leakage_mass,parameter_count,n_qubits,hilbert_dim,git_commit,git_dirty
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed0,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed0_seed0,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,0,0.01,64,2000,True,plus,True,False,0.6813165401084094,0.6067073170731707,0.67401865985245,0.5982905982905983,0.6067073170731707,1068.1402439024391,,44.6780641078949,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed10,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed10_seed10,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,10,0.01,64,2000,True,plus,True,False,0.6778700401853012,0.5853658536585366,0.6778599298571847,0.590964590964591,0.5975609756097561,1060.6707317073171,,46.72245383262634,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed11,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed11_seed11,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,11,0.01,64,2000,True,plus,True,False,0.6696993188041049,0.5701219512195121,0.6810476383348726,0.5616605616605617,0.5975609756097561,1039.7865853658536,,44.54269075393677,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed12,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed12_seed12,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,12,0.01,64,2000,True,plus,True,False,0.689858775606055,0.5792682926829268,0.6809961315372982,0.6031746031746031,0.5945121951219512,1064.0243902439024,,44.73452711105347,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed13,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed13_seed13,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,13,0.01,64,2000,True,plus,True,False,0.6951280659874435,0.5914634146341463,0.6892930453966537,0.612942612942613,0.5945121951219512,1067.6829268292681,,42.8565514087677,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed14,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed14_seed14,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,14,0.01,64,2000,True,plus,True,False,0.690998193656266,0.5914634146341463,0.6834640434215861,0.612942612942613,0.5914634146341463,1070.4268292682925,,45.50682187080383,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed15,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed15_seed15,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,15,0.01,64,2000,True,plus,True,False,0.6889487851787732,0.5914634146341463,0.6785872852365662,0.612942612942613,0.5975609756097561,1070.7317073170732,,42.114890575408936,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed16,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed16_seed16,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,16,0.01,64,2000,True,plus,True,False,0.6816500497560648,0.5914634146341463,0.6829543731520179,0.612942612942613,0.5914634146341463,1055.7926829268292,,43.693960666656494,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed17,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed17_seed17,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,17,0.01,64,2000,True,plus,True,False,0.6749104247391939,0.5914634146341463,0.6704628279431653,0.612942612942613,0.5945121951219512,1083.841463414634,,45.4481737613678,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed18,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed18_seed18,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,18,0.01,64,2000,True,plus,True,False,0.7051626379337891,0.5914634146341463,0.6974602829888171,0.612942612942613,0.5945121951219512,1063.1097560975609,,44.31389141082764,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed19,results/runs/synthetic_ablation_eigenvector-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed19_seed19,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,19,0.01,64,2000,True,plus,True,False,0.674794995530905,0.5823170731707317,0.6734281742575592,0.612942612942613,0.5975609756097561,1073.3231707317073,,44.40479779243469,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
