status,manifest_id,job_slug,run_dir,dataset,representation,encoder,depth,seed,learning_rate,batch_size,steps,standardize,initial_state,projector_renormalize,track_readout_leakage,final_validation_loss,final_validation_accuracy,final_test_loss,final_test_accuracy,best_validation_accuracy,validation_accuracy_auc,time_to_target_step,wall_time_seconds,mean_readout_leakage_mass,parameter_count,n_qubits,hilbert_dim,git_commit,git_dirty
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed0,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed0_seed0,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,0,0.01,64,2000,True,plus,True,False,0.08402926885657527,0.9695121951219512,0.08714009634527602,0.9694749694749695,0.9908536585365854,1850.6097560975606,,44.86477541923523,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed10,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed10_seed10,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,10,0.01,64,2000,True,plus,True,False,0.08244323736547234,0.9878048780487805,0.08675408182506633,0.9768009768009768,0.9908536585365854,1842.2256097560976,,47.09007430076599,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed11,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed11_seed11,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,11,0.01,64,2000,True,plus,True,False,0.07226278925732313,0.9847560975609756,0.07747059636395784,0.9816849816849816,0.9908536585365854,1863.2621951219512,,45.14424753189087,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed12,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed12_seed12,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,12,0.01,64,2000,True,plus,True,False,0.08383387701908862,0.9817073170731707,0.08971047836381647,0.9792429792429792,0.9908536585365854,1867.0731707317068,,46.920119524002075,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed13,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed13_seed13,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,13,0.01,64,2000,True,plus,True,False,0.07203697499502207,0.9878048780487805,0.0762704399744777,0.9755799755799756,0.9908536585365854,1848.628048780488,,45.24655246734619,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed14,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed14_seed14,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,14,0.01,64,2000,True,plus,True,False,0.08014093192192295,0.9878048780487805,0.08473660858963418,0.978021978021978,0.9908536585365854,1858.2317073170734,,45.505122900009155,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed15,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed15_seed15,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,15,0.01,64,2000,True,plus,True,False,0.07418651079033306,0.9847560975609756,0.078031560560035,0.9755799755799756,0.9939024390243902,1853.658536585366,,45.38057899475098,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed16,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed16_seed16,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,16,0.01,64,2000,True,plus,True,False,0.0945725562271054,0.9695121951219512,0.09935275016589563,0.9682539682539683,0.9878048780487805,1851.8292682926826,,46.269938468933105,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed17,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed17_seed17,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,17,0.01,64,2000,True,plus,True,False,0.0728613104056614,0.9908536585365854,0.07818824733215417,0.9804639804639804,0.9908536585365854,1852.2865853658532,,45.963215827941895,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
complete,synthetic,synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed18,results/runs/synthetic_ablation_spectrum-only/synthetic-eigengap__synthetic__symmetric-hamiltonian__L16__lr0.01__bs64__seed18_seed18,synthetic-eigengap,synthetic,symmetric-hamiltonian,16,18,0.01,64,2000,True,plus,True,False,0.07140281850770865,0.9908536585365854,0.07592263359835551,0.9804639804639804,0.9908536585365854,1856.0975609756101,,45.65249943733215,,256,2,4,6e3df8c2ae7503394992a62eaa877ace7721f2bc,False
